,policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density
32926,ID32927,0.078737266246384,0.06,0.471153846153846,C9,17804.0
32927,ID32928,0.084526109341862,0.14,0.384615384615385,C5,34738.0
32928,ID32929,0.343102147686145,0.02,0.471153846153846,C8,8794.0
32929,ID32930,0.179014568573353,0.09,0.307692307692308,C3,4076.0
32930,ID32931,1.07363055453498,0.14,0.442307692307692,C15,290.0
32931,ID32932,0.545260733441854,0.01,0.403846153846154,C5,34738.0
32932,ID32933,1.17317941670182,0.14,0.336538461538461,C12,34791.0
32933,ID32934,1.15798412216071,0.09,0.413461538461538,C2,27003.0
32934,ID32935,0.126072006467639,0.0,0.394230769230769,C21,3264.0
32935,ID32936,0.993998582642206,0.02,0.567307692307692,C3,4076.0
32936,ID32937,0.036941249232836,0.11,0.490384615384615,C2,27003.0
32937,ID32938,0.967938452428977,0.13,0.576923076923077,C14,7788.0
32938,ID32939,1.23330966881972,0.11,0.442307692307692,C2,27003.0
32939,ID32940,1.13500506662635,0.06,0.644230769230769,C8,8794.0
32940,ID32941,0.229801569096646,0.05,0.403846153846154,C2,27003.0
32941,ID32942,1.16861530853291,0.03,0.394230769230769,C8,8794.0
32942,ID32943,0.88510556287426,0.22,0.432692307692308,C14,7788.0
32943,ID32944,0.081907707662186,0.01,0.403846153846154,C3,4076.0
32944,ID32945,0.587228546400491,0.0,0.509615384615385,C3,4076.0
32945,ID32946,0.222687752501921,0.23,0.346153846153846,C8,8794.0
32946,ID32947,0.97517309011906,0.12,0.423076923076923,C14,7788.0
32947,ID32948,1.18416366518859,0.04,0.326923076923077,C8,8794.0
32948,ID32949,0.746218244206008,0.05,0.605769230769231,C3,4076.0
32949,ID32950,0.795848781555206,0.1,0.394230769230769,C2,27003.0
32950,ID32951,1.2409875512924,0.04,0.480769230769231,C12,34791.0
32951,ID32952,1.10301223270558,0.09,0.326923076923077,C8,8794.0
32952,ID32953,1.06989476682134,0.14,0.596153846153846,C12,34791.0
32953,ID32954,0.146715668362128,0.05,0.394230769230769,C2,27003.0
32954,ID32955,1.04674645254243,0.09,0.451923076923077,C8,8794.0
32955,ID32956,0.495169982528972,0.02,0.509615384615385,C3,4076.0
32956,ID32957,0.880239985346269,0.04,0.721153846153846,C9,17804.0
32957,ID32958,0.507972630042661,0.03,0.298076923076923,C5,34738.0
32958,ID32959,0.964762158456904,0.04,0.701923076923077,C4,21622.0
32959,ID32960,1.18185588831742,0.01,0.586538461538462,C14,7788.0
32960,ID32961,0.964861128524552,0.1,0.336538461538461,C6,13051.0
32961,ID32962,1.07584061373908,0.13,0.509615384615385,C14,7788.0
32962,ID32963,1.09100922227196,0.0,0.298076923076923,C8,8794.0
32963,ID32964,1.04317089498684,0.15,0.509615384615385,C8,8794.0
32964,ID32965,0.109931741593276,0.0,0.336538461538461,C3,4076.0
32965,ID32966,0.795585427699578,0.08,0.326923076923077,C10,73430.0
32966,ID32967,1.24027049995087,0.13,0.432692307692308,C13,5410.0
32967,ID32968,0.56078469819726,0.08,0.423076923076923,C2,27003.0
32968,ID32969,0.433731871836372,0.17,0.471153846153846,C8,8794.0
32969,ID32970,0.601974945337894,0.03,0.557692307692308,C3,4076.0
32970,ID32971,0.593703438312197,0.0,0.480769230769231,C10,73430.0
32971,ID32972,0.587228862672943,0.04,0.336538461538461,C9,17804.0
32972,ID32973,0.085231045909983,0.28,0.375,C8,8794.0
32973,ID32974,1.13932133506368,0.05,0.365384615384615,C2,27003.0
32974,ID32975,0.507483504729764,0.01,0.586538461538462,C3,4076.0
32975,ID32976,0.081515447099942,0.01,0.596153846153846,C1,4990.0
32976,ID32977,0.555772332978861,0.0,0.586538461538462,C3,4076.0
32977,ID32978,0.40091857722668,0.1,0.403846153846154,C3,4076.0
32978,ID32979,0.13065841489069,0.19,0.403846153846154,C8,8794.0
32979,ID32980,1.04604458467426,0.03,0.557692307692308,C13,5410.0
32980,ID32981,1.14685579422025,0.08,0.730769230769231,C8,8794.0
32981,ID32982,0.820693850363517,0.08,0.288461538461538,C8,8794.0
32982,ID32983,0.631109861646595,0.08,0.576923076923077,C8,8794.0
32983,ID32984,0.990102540634729,0.11,0.480769230769231,C8,8794.0
32984,ID32985,1.17289028660332,0.21,0.605769230769231,C22,16733.0
32985,ID32986,0.717181323319305,0.0,0.663461538461538,C3,4076.0
32986,ID32987,0.044473311394735,0.01,0.519230769230769,C8,8794.0
32987,ID32988,0.305389242372296,0.06,0.432692307692308,C3,4076.0
32988,ID32989,1.0176793906018,0.15,0.644230769230769,C3,4076.0
32989,ID32990,0.930292075706162,0.06,0.375,C3,4076.0
32990,ID32991,0.022718099333754,0.09,0.432692307692308,C8,8794.0
32991,ID32992,0.012252443827935,0.02,0.365384615384615,C9,17804.0
32992,ID32993,1.17285430970016,0.03,0.596153846153846,C8,8794.0
32993,ID32994,0.56675396195215,0.04,0.519230769230769,C9,17804.0
32994,ID32995,1.09579277868254,0.14,0.605769230769231,C3,4076.0
32995,ID32996,0.156362423460069,0.02,0.365384615384615,C2,27003.0
32996,ID32997,0.133449253456461,0.02,0.605769230769231,C7,6112.0
32997,ID32998,0.476517141397792,0.01,0.298076923076923,C22,16733.0
32998,ID32999,0.637104514001112,0.03,0.75,C12,34791.0
32999,ID33000,0.392795824614061,0.04,0.346153846153846,C3,4076.0
33000,ID33001,0.082584437294532,0.02,0.403846153846154,C1,4990.0
33001,ID33002,0.157051777523444,0.32,0.384615384615385,C13,5410.0
33002,ID33003,0.976856236364131,0.03,0.451923076923077,C9,17804.0
33003,ID33004,0.075726296673915,0.04,0.548076923076923,C8,8794.0
33004,ID33005,0.130386779915179,0.03,0.403846153846154,C8,8794.0
33005,ID33006,0.23716556923008,0.1,0.548076923076923,C2,27003.0
33006,ID33007,0.529881242560091,0.2,0.326923076923077,C8,8794.0
33007,ID33008,0.204037661745193,0.05,0.461538461538462,C2,27003.0
33008,ID33009,0.031548373952439,0.03,0.615384615384615,C2,27003.0
33009,ID33010,0.312704107237178,0.0,0.326923076923077,C8,8794.0
33010,ID33011,0.005698082869912,0.15,0.413461538461538,C8,8794.0
33011,ID33012,0.12486722156411,0.01,0.673076923076923,C5,34738.0
33012,ID33013,1.08835105599308,0.06,0.432692307692308,C14,7788.0
33013,ID33014,0.363915477397227,0.01,0.432692307692308,C3,4076.0
33014,ID33015,0.825220424398575,0.03,0.317307692307692,C15,290.0
33015,ID33016,0.360867536518609,0.03,0.317307692307692,C8,8794.0
33016,ID33017,1.01741616558478,0.09,0.557692307692308,C7,6112.0
33017,ID33018,1.15267170159062,0.08,0.394230769230769,C8,8794.0
33018,ID33019,1.03724299883453,0.11,0.471153846153846,C8,8794.0
33019,ID33020,0.182246595857774,0.07,0.288461538461538,C5,34738.0
33020,ID33021,1.08511951798861,0.02,0.586538461538462,C7,6112.0
33021,ID33022,0.075092195471273,0.09,0.317307692307692,C8,8794.0
33022,ID33023,0.370748143994388,0.12,0.298076923076923,C13,5410.0
33023,ID33024,0.266977674240379,0.06,0.490384615384615,C8,8794.0
33024,ID33025,1.18900308914684,0.07,0.471153846153846,C8,8794.0
33025,ID33026,0.023772265849703,0.03,0.519230769230769,C14,7788.0
33026,ID33027,0.84360385524247,0.02,0.423076923076923,C17,65567.0
33027,ID33028,0.333566550079592,0.03,0.586538461538462,C3,4076.0
33028,ID33029,0.265900069928502,0.06,0.471153846153846,C1,4990.0
33029,ID33030,1.05104740553477,0.1,0.740384615384615,C8,8794.0
33030,ID33031,0.56410593873792,0.05,0.442307692307692,C5,34738.0
33031,ID33032,0.269193298577899,0.17,0.480769230769231,C13,5410.0
33032,ID33033,0.063608764274642,0.08,0.403846153846154,C5,34738.0
33033,ID33034,0.793991611019207,0.09,0.403846153846154,C7,6112.0
33034,ID33035,0.658319863203443,0.14,0.586538461538462,C7,6112.0
33035,ID33036,1.07028898613709,0.1,0.480769230769231,C8,8794.0
33036,ID33037,0.022107746011151,0.08,0.317307692307692,C15,290.0
33037,ID33038,0.529053642904223,0.09,0.634615384615385,C8,8794.0
33038,ID33039,1.22611988621422,0.05,0.730769230769231,C19,27742.0
33039,ID33040,0.070572736499829,0.01,0.442307692307692,C8,8794.0
33040,ID33041,0.209475904282899,0.12,0.307692307692308,C2,27003.0
33041,ID33042,1.08720282307781,0.04,0.615384615384615,C8,8794.0
33042,ID33043,1.21478419150848,0.05,0.451923076923077,C8,8794.0
33043,ID33044,0.37765549755432,0.07,0.538461538461538,C5,34738.0
33044,ID33045,0.205585797171788,0.12,0.509615384615385,C5,34738.0
33045,ID33046,0.662851254797413,0.03,0.490384615384615,C11,6108.0
33046,ID33047,0.316062080578042,0.12,0.298076923076923,C2,27003.0
33047,ID33048,0.819546673872652,0.06,0.586538461538462,C14,7788.0
33048,ID33049,1.09565786849602,0.15,0.336538461538461,C8,8794.0
33049,ID33050,0.317091338229252,0.16,0.403846153846154,C8,8794.0
33050,ID33051,0.251186542077668,0.0,0.567307692307692,C2,27003.0
33051,ID33052,0.974031748779941,0.14,0.346153846153846,C2,27003.0
33052,ID33053,0.115744158971056,0.08,0.5,C14,7788.0
33053,ID33054,0.654558531706635,0.0,0.596153846153846,C5,34738.0
33054,ID33055,0.889664672873067,0.09,0.615384615384615,C8,8794.0
33055,ID33056,1.15118923333047,0.09,0.442307692307692,C5,34738.0
33056,ID33057,1.16350768261456,0.13,0.423076923076923,C5,34738.0
33057,ID33058,0.580077242599088,0.01,0.423076923076923,C8,8794.0
33058,ID33059,0.849549111428593,0.08,0.365384615384615,C1,4990.0
33059,ID33060,0.687154994646797,0.0,0.692307692307692,C3,4076.0
33060,ID33061,1.06273977407731,0.08,0.471153846153846,C7,6112.0
33061,ID33062,0.94317773012246,0.1,0.490384615384615,C2,27003.0
33062,ID33063,1.05600647029104,0.01,0.480769230769231,C7,6112.0
33063,ID33064,0.177671810801456,0.0,0.394230769230769,C10,73430.0
33064,ID33065,1.08192580557979,0.05,0.596153846153846,C8,8794.0
33065,ID33066,1.14372380869946,0.03,0.423076923076923,C19,27742.0
33066,ID33067,0.445306633574579,0.03,0.451923076923077,C8,8794.0
33067,ID33068,1.20182240123294,0.1,0.432692307692308,C2,27003.0
33068,ID33069,0.035432052872065,0.0,0.490384615384615,C14,7788.0
33069,ID33070,1.22791100239914,0.11,0.548076923076923,C8,8794.0
33070,ID33071,0.010274818101783,0.03,0.567307692307692,C13,5410.0
33071,ID33072,0.133028569368625,0.01,0.413461538461538,C5,34738.0
33072,ID33073,0.134112133257583,0.01,0.586538461538462,C2,27003.0
33073,ID33074,1.15579543278894,0.08,0.894230769230769,C12,34791.0
33074,ID33075,1.03036731332338,0.04,0.576923076923077,C8,8794.0
33075,ID33076,0.119757217746528,0.07,0.413461538461538,C8,8794.0
33076,ID33077,0.08003693568524,0.13,0.288461538461538,C2,27003.0
33077,ID33078,1.09177446456077,0.05,0.413461538461538,C3,4076.0
33078,ID33079,0.098725354963758,0.01,0.336538461538461,C10,73430.0
33079,ID33080,0.24224772403314,0.04,0.480769230769231,C1,4990.0
33080,ID33081,1.23597157590888,0.09,0.471153846153846,C13,5410.0
33081,ID33082,0.800192659539332,0.18,0.413461538461538,C8,8794.0
33082,ID33083,0.738489936644342,0.13,0.557692307692308,C10,73430.0
33083,ID33084,0.604188344110725,0.04,0.394230769230769,C2,27003.0
33084,ID33085,0.298121511660294,0.0,0.461538461538462,C16,16206.0
33085,ID33086,0.52913964052141,0.11,0.384615384615385,C9,17804.0
33086,ID33087,0.13290793031561,0.02,0.423076923076923,C16,16206.0
33087,ID33088,1.19227967469804,0.03,0.682692307692308,C8,8794.0
33088,ID33089,0.45261836204831,0.05,0.442307692307692,C2,27003.0
33089,ID33090,0.505201235448615,0.08,0.461538461538462,C8,8794.0
33090,ID33091,0.514258885331069,0.15,0.461538461538462,C3,4076.0
33091,ID33092,0.751598366821561,0.04,0.509615384615385,C12,34791.0
33092,ID33093,0.091789035408668,0.09,0.346153846153846,C15,290.0
33093,ID33094,0.09714759514248,0.0,0.403846153846154,C3,4076.0
33094,ID33095,0.093901782039325,0.03,0.567307692307692,C8,8794.0
33095,ID33096,0.458186086988846,0.01,0.567307692307692,C5,34738.0
33096,ID33097,0.367792932629099,0.0,0.605769230769231,C10,73430.0
33097,ID33098,0.276185159999483,0.08,0.336538461538461,C1,4990.0
33098,ID33099,1.03651657567303,0.07,0.548076923076923,C8,8794.0
33099,ID33100,1.04053775853915,0.12,0.451923076923077,C13,5410.0
33100,ID33101,0.715807097296811,0.04,0.730769230769231,C5,34738.0
33101,ID33102,1.14872930561501,0.12,0.759615384615385,C8,8794.0
33102,ID33103,1.03259128240658,0.02,0.692307692307692,C8,8794.0
33103,ID33104,0.082390793320373,0.08,0.355769230769231,C1,4990.0
33104,ID33105,0.155516091214578,0.0,0.5,C3,4076.0
33105,ID33106,0.302305553126593,0.0,0.471153846153846,C5,34738.0
33106,ID33107,0.230011856809873,0.02,0.326923076923077,C7,6112.0
33107,ID33108,1.23088249050387,0.12,0.471153846153846,C9,17804.0
33108,ID33109,0.368602094445548,0.09,0.423076923076923,C2,27003.0
33109,ID33110,0.323127371676098,0.07,0.288461538461538,C3,4076.0
33110,ID33111,0.881340992883137,0.07,0.519230769230769,C3,4076.0
33111,ID33112,0.073341720071133,0.0,0.384615384615385,C21,3264.0
33112,ID33113,0.747791182364157,0.12,0.519230769230769,C8,8794.0
33113,ID33114,0.288844023625735,0.15,0.567307692307692,C2,27003.0
33114,ID33115,1.12747534917175,0.16,0.355769230769231,C13,5410.0
33115,ID33116,0.081515744722718,0.09,0.336538461538461,C14,7788.0
33116,ID33117,0.292487147587497,0.01,0.432692307692308,C16,16206.0
33117,ID33118,0.534929043333382,0.11,0.394230769230769,C10,73430.0
33118,ID33119,0.194848398262374,0.15,0.461538461538462,C7,6112.0
33119,ID33120,0.212900961946124,0.11,0.365384615384615,C13,5410.0
33120,ID33121,1.18291653477281,0.1,0.365384615384615,C8,8794.0
33121,ID33122,1.04998613608683,0.05,0.394230769230769,C8,8794.0
33122,ID33123,1.01536317472778,0.08,0.576923076923077,C5,34738.0
33123,ID33124,0.39333808008438,0.09,0.490384615384615,C12,34791.0
33124,ID33125,1.11005382063044,0.12,0.548076923076923,C5,34738.0
33125,ID33126,0.616206322497344,0.02,0.317307692307692,C8,8794.0
33126,ID33127,0.182202289307832,0.02,0.538461538461538,C11,6108.0
33127,ID33128,0.092332511267405,0.1,0.298076923076923,C7,6112.0
33128,ID33129,1.06161010722909,0.14,0.538461538461538,C8,8794.0
33129,ID33130,1.21379915411058,0.08,0.586538461538462,C8,8794.0
33130,ID33131,0.79662470198901,0.07,0.461538461538462,C2,27003.0
33131,ID33132,1.19165910600748,0.06,0.326923076923077,C2,27003.0
33132,ID33133,0.219227450402975,0.15,0.365384615384615,C9,17804.0
33133,ID33134,0.118595410834681,0.0,0.471153846153846,C5,34738.0
33134,ID33135,1.09778233368193,0.07,0.519230769230769,C2,27003.0
33135,ID33136,1.12109660081463,0.06,0.480769230769231,C11,6108.0
33136,ID33137,1.09297334030362,0.07,0.403846153846154,C3,4076.0
33137,ID33138,0.492522580564419,0.11,0.326923076923077,C9,17804.0
33138,ID33139,0.668093394766109,0.0,0.288461538461538,C2,27003.0
33139,ID33140,0.347754115405172,0.03,0.596153846153846,C5,34738.0
33140,ID33141,0.409948864641698,0.06,0.413461538461538,C2,27003.0
33141,ID33142,0.540089871894105,0.02,0.538461538461538,C18,35036.0
33142,ID33143,0.292738397817532,0.03,0.375,C8,8794.0
33143,ID33144,0.00621644844514,0.09,0.423076923076923,C12,34791.0
33144,ID33145,0.288499520249449,0.16,0.317307692307692,C14,7788.0
33145,ID33146,0.904612228213895,0.0,0.432692307692308,C3,4076.0
33146,ID33147,0.122830363167499,0.0,0.480769230769231,C5,34738.0
33147,ID33148,1.07470075968163,0.11,0.317307692307692,C8,8794.0
33148,ID33149,1.19194836334326,0.14,0.5,C13,5410.0
33149,ID33150,1.22388603416773,0.06,0.625,C8,8794.0
33150,ID33151,1.06741336025873,0.13,0.423076923076923,C2,27003.0
33151,ID33152,0.454403950458451,0.01,0.451923076923077,C4,21622.0
33152,ID33153,0.381309526736647,0.16,0.480769230769231,C5,34738.0
33153,ID33154,0.25682910371668,0.19,0.461538461538462,C5,34738.0
33154,ID33155,1.23025835228368,0.07,0.480769230769231,C8,8794.0
33155,ID33156,0.433411797580911,0.02,0.509615384615385,C8,8794.0
33156,ID33157,1.116220652706,0.16,0.519230769230769,C8,8794.0
33157,ID33158,0.339858650751456,0.04,0.346153846153846,C2,27003.0
33158,ID33159,0.650108127387463,0.03,0.288461538461538,C3,4076.0
33159,ID33160,0.469769257124586,0.06,0.375,C14,7788.0
33160,ID33161,0.041365124791798,0.0,0.403846153846154,C5,34738.0
33161,ID33162,0.26150249863426,0.11,0.528846153846154,C9,17804.0
33162,ID33163,0.23968754740849,0.16,0.403846153846154,C8,8794.0
33163,ID33164,0.199272049795192,0.12,0.375,C5,34738.0
33164,ID33165,1.17571838897525,0.17,0.471153846153846,C13,5410.0
33165,ID33166,0.173960839994713,0.0,0.461538461538462,C2,27003.0
33166,ID33167,0.592583872859295,0.01,0.384615384615385,C4,21622.0
33167,ID33168,0.939234633127575,0.02,0.519230769230769,C18,35036.0
33168,ID33169,0.54038170408403,0.01,0.509615384615385,C21,3264.0
33169,ID33170,0.944891550544986,0.03,0.471153846153846,C5,34738.0
33170,ID33171,0.523902870194526,0.01,0.355769230769231,C14,7788.0
33171,ID33172,0.737154123475227,0.07,0.519230769230769,C12,34791.0
33172,ID33173,0.464606567974663,0.09,0.615384615384615,C3,4076.0
33173,ID33174,1.04114892976949,0.02,0.413461538461538,C5,34738.0
33174,ID33175,0.540009515726755,0.17,0.326923076923077,C6,13051.0
33175,ID33176,1.0518799539473,0.06,0.778846153846154,C2,27003.0
33176,ID33177,0.17793553453224,0.12,0.567307692307692,C12,34791.0
33177,ID33178,0.555644365749919,0.29,0.615384615384615,C5,34738.0
33178,ID33179,1.20033148279016,0.04,0.740384615384615,C2,27003.0
33179,ID33180,0.17150038451331,0.11,0.461538461538462,C2,27003.0
33180,ID33181,0.080026334031587,0.1,0.375,C7,6112.0
33181,ID33182,0.035434714976574,0.01,0.519230769230769,C19,27742.0
33182,ID33183,0.889860622874823,0.02,0.432692307692308,C2,27003.0
33183,ID33184,0.168278875996333,0.12,0.5,C12,34791.0
33184,ID33185,0.223533937665845,0.06,0.519230769230769,C5,34738.0
33185,ID33186,0.60577994459839,0.12,0.538461538461538,C2,27003.0
33186,ID33187,0.500463717941513,0.1,0.394230769230769,C7,6112.0
33187,ID33188,1.08115311346432,0.05,0.442307692307692,C11,6108.0
33188,ID33189,0.568393801818674,0.01,0.528846153846154,C3,4076.0
33189,ID33190,0.75159526427824,0.17,0.384615384615385,C8,8794.0
33190,ID33191,1.10143058034677,0.02,0.5,C2,27003.0
33191,ID33192,1.17156014254494,0.13,0.596153846153846,C5,34738.0
33192,ID33193,0.031190336005699,0.01,0.326923076923077,C1,4990.0
33193,ID33194,0.179581887073775,0.01,0.336538461538461,C9,17804.0
33194,ID33195,1.1170215190417,0.13,0.394230769230769,C10,73430.0
33195,ID33196,0.141375369211078,0.14,0.288461538461538,C8,8794.0
33196,ID33197,1.16613251452733,0.14,0.596153846153846,C8,8794.0
33197,ID33198,0.01174120367611,0.0,0.5,C15,290.0
33198,ID33199,1.12189744386431,0.04,0.346153846153846,C8,8794.0
33199,ID33200,0.59880885983074,0.08,0.461538461538462,C8,8794.0
33200,ID33201,0.305115510495327,0.03,0.317307692307692,C2,27003.0
33201,ID33202,0.554450797443902,0.05,0.317307692307692,C10,73430.0
33202,ID33203,1.17900278510104,0.07,0.480769230769231,C12,34791.0
33203,ID33204,0.128750932655857,0.02,0.451923076923077,C19,27742.0
33204,ID33205,0.047350964376268,0.21,0.442307692307692,C7,6112.0
33205,ID33206,0.086507576072705,0.17,0.442307692307692,C2,27003.0
33206,ID33207,0.101754487800514,0.04,0.605769230769231,C5,34738.0
33207,ID33208,0.647775404726337,0.14,0.375,C9,17804.0
33208,ID33209,0.241532193650922,0.0,0.509615384615385,C5,34738.0
33209,ID33210,0.581981737982986,0.31,0.644230769230769,C8,8794.0
33210,ID33211,1.21777512193313,0.12,0.490384615384615,C10,73430.0
33211,ID33212,0.506039679425999,0.02,0.413461538461538,C10,73430.0
33212,ID33213,0.25777852658807,0.17,0.394230769230769,C8,8794.0
33213,ID33214,0.151805222589504,0.09,0.442307692307692,C8,8794.0
33214,ID33215,0.999804553045004,0.02,0.288461538461538,C5,34738.0
33215,ID33216,0.577807933169839,0.12,0.480769230769231,C2,27003.0
33216,ID33217,1.0884389864717,0.02,0.538461538461538,C7,6112.0
33217,ID33218,1.15553186742615,0.07,0.682692307692308,C9,17804.0
33218,ID33219,1.14807327054353,0.03,0.557692307692308,C12,34791.0
33219,ID33220,0.58597374218823,0.08,0.317307692307692,C5,34738.0
33220,ID33221,0.479749237773539,0.12,0.317307692307692,C2,27003.0
33221,ID33222,0.833534261019589,0.01,0.298076923076923,C3,4076.0
33222,ID33223,0.107239468240332,0.01,0.605769230769231,C16,16206.0
33223,ID33224,0.053352343894836,0.01,0.528846153846154,C3,4076.0
33224,ID33225,1.16542290830019,0.07,0.653846153846154,C8,8794.0
33225,ID33226,0.729009397659045,0.07,0.634615384615385,C13,5410.0
33226,ID33227,0.659175243209637,0.08,0.336538461538461,C21,3264.0
33227,ID33228,0.598388222251123,0.05,0.346153846153846,C10,73430.0
33228,ID33229,1.0252877063024,0.06,0.471153846153846,C8,8794.0
33229,ID33230,0.373471618479434,0.13,0.442307692307692,C14,7788.0
33230,ID33231,0.90250416699402,0.02,0.384615384615385,C3,4076.0
33231,ID33232,1.07053932208165,0.09,0.5,C8,8794.0
33232,ID33233,0.409219412403249,0.1,0.528846153846154,C8,8794.0
33233,ID33234,0.516249688608774,0.14,0.548076923076923,C1,4990.0
33234,ID33235,1.10805832286859,0.02,0.711538461538462,C2,27003.0
33235,ID33236,0.005946403798349,0.14,0.567307692307692,C8,8794.0
33236,ID33237,0.227848076008671,0.02,0.317307692307692,C3,4076.0
33237,ID33238,0.003127155622341,0.13,0.644230769230769,C14,7788.0
33238,ID33239,0.195660089227819,0.06,0.451923076923077,C13,5410.0
33239,ID33240,1.09871544676219,0.15,0.403846153846154,C7,6112.0
33240,ID33241,0.89017979484665,0.02,0.567307692307692,C1,4990.0
33241,ID33242,0.835930653069658,0.14,0.634615384615385,C8,8794.0
33242,ID33243,1.02815213660793,0.05,0.673076923076923,C8,8794.0
33243,ID33244,0.085683175756414,0.1,0.442307692307692,C4,21622.0
33244,ID33245,0.986885893185428,0.1,0.375,C8,8794.0
33245,ID33246,0.684288811273944,0.06,0.307692307692308,C11,6108.0
33246,ID33247,0.456985593075797,0.06,0.605769230769231,C14,7788.0
33247,ID33248,1.08509993045765,0.04,0.490384615384615,C2,27003.0
33248,ID33249,1.10151434318136,0.02,0.394230769230769,C9,17804.0
33249,ID33250,0.637370345963388,0.15,0.346153846153846,C8,8794.0
33250,ID33251,0.737311845048932,0.16,0.471153846153846,C3,4076.0
33251,ID33252,0.396556852267673,0.02,0.451923076923077,C13,5410.0
33252,ID33253,1.0236602055802,0.09,0.721153846153846,C8,8794.0
33253,ID33254,0.704140661111627,0.08,0.394230769230769,C14,7788.0
33254,ID33255,1.03654723701181,0.13,0.5,C13,5410.0
33255,ID33256,0.011132179564155,0.0,0.519230769230769,C2,27003.0
33256,ID33257,1.00540046110163,0.06,0.490384615384615,C2,27003.0
33257,ID33258,0.134511738458182,0.0,0.298076923076923,C5,34738.0
33258,ID33259,0.951190154743633,0.01,0.586538461538462,C3,4076.0
33259,ID33260,0.532015729592644,0.01,0.663461538461538,C8,8794.0
33260,ID33261,0.137861723184672,0.08,0.375,C5,34738.0
33261,ID33262,0.082567746028798,0.08,0.384615384615385,C7,6112.0
33262,ID33263,0.894457144438142,0.01,0.615384615384615,C1,4990.0
33263,ID33264,0.323545083110245,0.01,0.682692307692308,C9,17804.0
33264,ID33265,0.34342606670469,0.0,0.288461538461538,C14,7788.0
33265,ID33266,0.011966688423733,0.02,0.355769230769231,C2,27003.0
33266,ID33267,0.33837427248724,0.17,0.346153846153846,C2,27003.0
33267,ID33268,1.19528947338317,0.09,0.394230769230769,C13,5410.0
33268,ID33269,1.01097668860509,0.15,0.432692307692308,C5,34738.0
33269,ID33270,0.203665314901503,0.03,0.326923076923077,C16,16206.0
33270,ID33271,1.16529663684266,0.08,0.423076923076923,C9,17804.0
33271,ID33272,0.430819584295568,0.12,0.307692307692308,C14,7788.0
33272,ID33273,0.601661823307524,0.0,0.509615384615385,C8,8794.0
33273,ID33274,0.839244963824618,0.02,0.375,C9,17804.0
33274,ID33275,1.13264367069535,0.16,0.365384615384615,C2,27003.0
33275,ID33276,0.644307783895878,0.01,0.355769230769231,C2,27003.0
33276,ID33277,1.21632719382239,0.14,0.634615384615385,C6,13051.0
33277,ID33278,0.009068512755505,0.02,0.538461538461538,C14,7788.0
33278,ID33279,0.127287308214727,0.01,0.528846153846154,C3,4076.0
33279,ID33280,0.29629649402319,0.01,0.394230769230769,C3,4076.0
33280,ID33281,0.227060777125952,0.08,0.413461538461538,C7,6112.0
33281,ID33282,0.410651334728966,0.01,0.413461538461538,C3,4076.0
33282,ID33283,0.611329392630354,0.04,0.317307692307692,C13,5410.0
33283,ID33284,0.423474250334006,0.07,0.5,C2,27003.0
33284,ID33285,0.048763246117891,0.01,0.355769230769231,C2,27003.0
33285,ID33286,1.05299050735542,0.22,0.461538461538462,C14,7788.0
33286,ID33287,0.120066611422526,0.0,0.519230769230769,C5,34738.0
33287,ID33288,0.020592187015416,0.0,0.403846153846154,C7,6112.0
33288,ID33289,1.0688402392817,0.18,0.336538461538461,C8,8794.0
33289,ID33290,0.266959539689928,0.07,0.461538461538462,C10,73430.0
33290,ID33291,0.522747018662532,0.02,0.509615384615385,C13,5410.0
33291,ID33292,0.283671094738819,0.09,0.596153846153846,C8,8794.0
33292,ID33293,0.293277388165722,0.14,0.346153846153846,C8,8794.0
33293,ID33294,1.23756377563156,0.1,0.394230769230769,C3,4076.0
33294,ID33295,1.16807709849209,0.11,0.394230769230769,C12,34791.0
33295,ID33296,0.127911542638031,0.09,0.307692307692308,C2,27003.0
33296,ID33297,0.462806749697462,0.12,0.605769230769231,C8,8794.0
33297,ID33298,0.674309815111793,0.1,0.480769230769231,C14,7788.0
33298,ID33299,1.13154707089517,0.09,0.461538461538462,C2,27003.0
33299,ID33300,0.112293827276002,0.09,0.423076923076923,C8,8794.0
33300,ID33301,0.003403063396088,0.02,0.432692307692308,C3,4076.0
33301,ID33302,1.01476787440541,0.14,0.346153846153846,C8,8794.0
33302,ID33303,1.09135623629267,0.05,0.576923076923077,C3,4076.0
33303,ID33304,0.357276272041163,0.05,0.355769230769231,C5,34738.0
33304,ID33305,0.71168164141606,0.01,0.519230769230769,C3,4076.0
33305,ID33306,1.00622439756955,0.09,0.5,C8,8794.0
33306,ID33307,0.702959576245118,0.02,0.288461538461538,C5,34738.0
33307,ID33308,1.18600922621321,0.07,0.355769230769231,C3,4076.0
33308,ID33309,0.081710301958089,0.0,0.625,C3,4076.0
33309,ID33310,0.086150264717711,0.08,0.307692307692308,C8,8794.0
33310,ID33311,1.10030779448767,0.03,0.480769230769231,C2,27003.0
33311,ID33312,0.059071798540756,0.12,0.288461538461538,C8,8794.0
33312,ID33313,1.21651815214931,0.04,0.480769230769231,C9,17804.0
33313,ID33314,0.034137916332982,0.0,0.471153846153846,C5,34738.0
33314,ID33315,0.566572913242169,0.08,0.480769230769231,C15,290.0
33315,ID33316,0.260139430575151,0.02,0.403846153846154,C3,4076.0
